return_id,order_id,return_date,return_reason,return_amount
2491,22913,2025-12-20,Changed Mind,28.81
2492,56905,2022-02-26,Wrong Item,48.49
2493,24623,2022-04-03,Quality Issue,24.93
2494,16313,2025-12-02,Wrong Item,33.08
2495,67155,2024-08-30,Wrong Item,29.39
2496,32404,2023-11-19,Wrong Item,75.75
2497,40036,2022-03-02,Quality Issue,48.5
2498,57604,2024-05-28,Changed Mind,83.53
2499,17394,2022-07-24,Wrong Item,116.45
2500,74611,2023-02-18,Quality Issue,20.32
2501,29822,2024-02-28,Quality Issue,39.06
2502,36882,2022-07-27,Changed Mind,18.55
2503,56676,2025-07-07,Late Delivery,36.54
2504,39448,2024-10-06,Changed Mind,16.02
2505,72758,2024-10-20,Changed Mind,97.06
2506,73783,2023-06-16,Late Delivery,36.54
2507,61457,2022-05-28,Damaged,5.59
2508,27229,2023-03-30,Late Delivery,63.4
2509,48439,2023-08-09,Late Delivery,54.82
2510,55897,2024-07-02,Quality Issue,31.71
2511,53449,2024-09-02,Damaged,15.39
2512,62890,2022-10-30,Damaged,19.27
2513,41724,2023-09-25,Damaged,35.72
2514,26795,2023-02-12,Late Delivery,4.69
2515,37326,2022-04-30,Quality Issue,14.79
2516,20580,2023-06-28,Damaged,23.4
2517,25554,2023-05-19,Quality Issue,17.42
2518,76530,2023-10-11,Damaged,22.61
2519,46512,2023-10-07,Quality Issue,21.13
2520,28303,2025-11-19,Changed Mind,22.69
2521,71597,2024-05-02,Changed Mind,17.13
2522,73679,2023-02-12,Damaged,14.3
2523,45439,2022-02-26,Changed Mind,42.82
2524,64858,2022-05-02,Wrong Item,16.35
2525,54606,2022-12-08,Late Delivery,62.4
2526,8869,2024-11-16,Changed Mind,8.15
2527,20507,2022-01-30,Changed Mind,53.6
2528,4158,2023-04-10,Damaged,120.83
2529,25506,2022-03-27,Quality Issue,5.5
2530,16811,2022-07-25,Late Delivery,50.52
2531,30724,2022-05-03,Damaged,20.28
2532,67421,2023-09-19,Changed Mind,49.0
2533,41629,2022-12-01,Damaged,16.37
2534,6835,2025-10-19,Wrong Item,65.75
2535,30482,2023-12-16,Damaged,112.78
2536,26899,2024-02-22,Late Delivery,72.56
2537,9270,2022-11-24,Damaged,48.13
2538,47806,2023-05-19,Wrong Item,9.66
2539,13001,2022-02-09,Late Delivery,48.78
2540,3478,2024-01-30,Late Delivery,5.75
2541,23986,2023-05-04,Late Delivery,15.34
2542,9562,2024-11-24,Wrong Item,309.76
2543,10089,2024-09-12,Wrong Item,55.5
2544,48639,2024-03-27,Changed Mind,32.81
2545,63666,2022-07-11,Changed Mind,37.16
2546,39036,2022-02-17,Changed Mind,71.71
2547,45668,2025-12-03,Late Delivery,27.94
2548,36464,2025-06-25,Late Delivery,73.79
2549,35607,2024-12-18,Wrong Item,63.14
2550,47840,2025-07-06,Quality Issue,252.08
2551,26643,2024-07-07,Wrong Item,51.04
2552,40893,2025-08-17,Damaged,8.75
2553,51009,2022-07-23,Changed Mind,18.31
2554,3771,2022-11-10,Wrong Item,52.89
2555,70875,2022-04-11,Damaged,28.19
2556,46484,2025-04-08,Late Delivery,59.94
2557,42212,2025-09-30,Late Delivery,32.69
2558,16478,2025-07-01,Quality Issue,18.59
2559,50017,2023-12-07,Wrong Item,6.96
2560,31496,2023-09-21,Wrong Item,62.9
2561,42656,2023-03-20,Damaged,86.29
2562,24282,2024-11-16,Changed Mind,54.37
2563,38897,2022-05-12,Late Delivery,3.72
2564,3819,2023-02-06,Wrong Item,60.27
2565,9048,2025-05-31,Late Delivery,127.92
2566,29902,2025-04-20,Damaged,54.77
2567,62332,2022-01-19,Wrong Item,119.55
2568,3425,2023-01-28,Wrong Item,18.1
2569,67916,2024-11-18,Wrong Item,26.17
2570,61589,2022-03-10,Quality Issue,59.56
2571,14415,2023-12-09,Wrong Item,11.55
2572,63779,2022-11-18,Damaged,59.7
2573,33074,2025-10-28,Changed Mind,9.56
2574,31204,2023-10-06,Damaged,37.04
2575,76807,2024-12-25,Wrong Item,12.11
2576,67986,2023-08-26,Changed Mind,33.48
2577,19497,2024-03-20,Quality Issue,40.9
2578,25924,2022-11-08,Damaged,185.99
2579,48703,2024-08-19,Quality Issue,32.93
2580,34078,2025-11-11,Wrong Item,25.02
2581,4624,2023-12-27,Late Delivery,7.19
2582,46701,2025-12-11,Quality Issue,16.84
2583,32040,2022-03-26,Wrong Item,46.23
2584,8139,2022-12-19,Damaged,111.81
2585,63954,2024-05-23,Late Delivery,189.89
2586,26736,2025-11-27,Late Delivery,40.83
2587,28636,2024-03-23,Quality Issue,31.12
2588,43839,2023-11-01,Quality Issue,280.39
2589,39168,2026-01-13,Quality Issue,32.24
2590,44076,2023-04-02,Late Delivery,36.38
2591,55926,2024-06-29,Quality Issue,70.94
2592,69298,2023-05-19,Late Delivery,31.58
2593,77496,2023-03-04,Quality Issue,95.22
2594,1481,2023-04-07,Wrong Item,70.7
2595,64007,2023-12-03,Quality Issue,41.26
2596,19998,2023-11-21,Wrong Item,30.29
2597,70618,2022-12-04,Wrong Item,94.91
2598,16813,2023-10-01,Wrong Item,21.89
2599,21139,2024-07-05,Changed Mind,24.35
2600,76488,2022-02-05,Changed Mind,13.21
2601,67853,2025-06-05,Quality Issue,404.36
2602,21540,2025-03-22,Changed Mind,27.0
2603,63391,2023-05-17,Damaged,18.31
2604,61911,2024-09-21,Damaged,52.57
2605,44118,2023-03-27,Wrong Item,123.71
2606,23066,2024-03-15,Quality Issue,10.87
2607,73495,2025-09-10,Late Delivery,99.52
2608,46092,2023-09-25,Quality Issue,14.84
2609,32747,2024-05-22,Wrong Item,138.23
2610,32510,2024-06-07,Wrong Item,67.08
2611,47572,2025-12-25,Damaged,13.37
2612,61298,2024-01-14,Wrong Item,16.23
2613,41421,2022-09-28,Wrong Item,9.83
2614,40163,2024-12-30,Late Delivery,25.63
2615,38369,2022-11-01,Damaged,274.89
2616,29966,2023-09-08,Wrong Item,8.85
2617,22849,2024-03-19,Changed Mind,145.63
2618,41752,2023-01-26,Late Delivery,6.1
2619,56539,2024-08-27,Damaged,36.37
2620,48043,2024-11-06,Wrong Item,84.93
2621,52196,2022-12-07,Late Delivery,77.69
2622,38443,2024-07-06,Wrong Item,21.63
2623,67458,2024-05-13,Changed Mind,35.16
2624,19129,2024-08-02,Changed Mind,4.31
2625,25540,2024-01-04,Late Delivery,8.18
2626,37935,2024-09-24,Quality Issue,91.69
2627,25457,2026-01-09,Changed Mind,7.62
2628,38528,2023-09-25,Damaged,53.35
2629,26376,2022-11-06,Changed Mind,7.82
2630,6663,2023-05-08,Damaged,10.83
2631,41747,2024-04-03,Changed Mind,27.33
2632,73297,2025-05-29,Damaged,137.08
2633,61837,2023-06-04,Quality Issue,18.77
2634,23569,2024-11-20,Damaged,55.37
2635,74679,2024-05-21,Damaged,50.74
2636,54413,2024-12-02,Changed Mind,24.51
2637,65525,2023-02-04,Changed Mind,117.69
2638,46468,2025-05-27,Late Delivery,11.99
2639,51089,2024-07-27,Late Delivery,46.54
2640,70524,2023-08-26,Late Delivery,6.81
2641,50227,2024-09-20,Wrong Item,85.93
2642,51395,2023-12-20,Quality Issue,24.1
2643,58191,2023-03-11,Quality Issue,20.3
2644,67905,2025-03-15,Wrong Item,16.03
2645,18434,2023-05-25,Late Delivery,219.19
2646,64362,2026-01-03,Quality Issue,12.48
2647,34916,2022-06-23,Wrong Item,16.31
2648,4743,2024-06-06,Damaged,70.65
2649,32224,2023-08-08,Changed Mind,43.13
2650,12877,2022-05-22,Damaged,58.12
2651,42247,2024-08-11,Changed Mind,18.79
2652,9664,2024-08-13,Damaged,23.83
2653,52502,2025-05-30,Quality Issue,39.67
2654,37589,2024-02-19,Quality Issue,7.24
2655,27369,2025-08-20,Damaged,29.25
2656,61874,2025-05-28,Quality Issue,7.36
2657,28712,2022-08-02,Wrong Item,67.65
2658,35923,2024-02-26,Late Delivery,31.46
2659,29782,2023-09-21,Changed Mind,44.11
2660,3626,2024-02-23,Late Delivery,13.96
2661,1430,2025-07-12,Late Delivery,29.93
2662,68150,2025-07-21,Damaged,74.48
2663,57350,2025-07-28,Quality Issue,33.23
2664,35559,2024-06-03,Damaged,20.8
2665,68100,2024-01-01,Late Delivery,26.35
2666,3878,2023-09-24,Quality Issue,13.99
2667,51841,2025-10-17,Changed Mind,8.15
2668,71861,2024-10-25,Wrong Item,43.56
2669,55533,2025-06-19,Quality Issue,74.52
2670,20383,2022-09-02,Late Delivery,8.42
2671,24303,2025-07-30,Wrong Item,28.08
2672,34113,2023-07-29,Damaged,136.66
2673,53902,2025-07-23,Damaged,17.16
2674,37542,2024-04-22,Late Delivery,79.38
2675,56540,2023-03-16,Damaged,8.19
2676,16837,2024-01-22,Late Delivery,18.14
2677,60316,2023-02-11,Changed Mind,53.68
2678,28058,2024-02-19,Wrong Item,7.35
2679,50854,2022-03-22,Damaged,16.27
2680,33081,2024-08-03,Changed Mind,50.86
2681,50996,2022-02-26,Quality Issue,19.91
2682,27041,2023-08-08,Damaged,28.68
2683,52159,2022-04-14,Wrong Item,29.24
2684,35795,2022-12-31,Changed Mind,180.56
2685,25022,2022-12-20,Late Delivery,26.46
2686,59031,2024-03-02,Damaged,585.33
2687,43306,2024-07-13,Damaged,122.24
2688,27226,2024-12-03,Quality Issue,108.01
2689,50253,2024-09-28,Quality Issue,13.1
2690,14830,2025-06-09,Late Delivery,31.66
2691,24575,2025-01-30,Damaged,60.23
2692,74389,2024-09-29,Changed Mind,22.17
2693,9357,2025-08-24,Late Delivery,8.69
2694,66886,2022-07-29,Damaged,23.04
2695,39777,2022-02-04,Damaged,43.12
2696,19358,2023-04-12,Damaged,33.65
2697,21473,2024-08-15,Late Delivery,136.25
2698,68746,2023-11-05,Wrong Item,25.74
2699,70481,2023-09-14,Quality Issue,12.61
2700,21926,2024-03-19,Late Delivery,17.54
2701,4481,2025-05-18,Damaged,27.09
2702,5525,2024-11-21,Quality Issue,29.23
2703,49567,2025-11-26,Changed Mind,41.68
2704,64054,2023-01-03,Changed Mind,6.87
2705,41844,2022-12-06,Changed Mind,26.2
2706,50161,2022-10-01,Wrong Item,110.09
2707,51807,2024-08-30,Wrong Item,11.35
2708,19168,2023-08-29,Changed Mind,19.52
2709,30424,2022-03-10,Changed Mind,31.65
2710,78031,2024-03-25,Damaged,42.73
2711,25904,2022-05-23,Wrong Item,8.29
2712,65959,2022-07-21,Damaged,12.65
2713,70627,2022-08-11,Quality Issue,45.12
2714,1755,2024-02-28,Late Delivery,29.99
2715,66266,2022-10-23,Late Delivery,18.41
2716,49007,2023-12-19,Wrong Item,59.5
2717,765,2023-05-17,Damaged,19.72
2718,15738,2025-10-08,Late Delivery,19.0
2719,10243,2024-06-16,Late Delivery,45.26
2720,2352,2025-12-10,Wrong Item,35.36
2721,7607,2023-04-09,Quality Issue,32.85
2722,64719,2024-03-28,Quality Issue,46.84
2723,49385,2025-07-17,Late Delivery,22.07
2724,69771,2023-09-17,Damaged,73.34
2725,23606,2023-10-27,Late Delivery,55.48
2726,67640,2023-12-26,Quality Issue,59.71
2727,45339,2024-04-06,Changed Mind,27.89
2728,33679,2022-07-07,Damaged,14.77
2729,32974,2024-12-30,Quality Issue,40.59
2730,19901,2025-02-18,Quality Issue,15.72
2731,70394,2024-12-21,Quality Issue,50.46
2732,51163,2024-08-21,Damaged,63.71
2733,46993,2023-02-23,Quality Issue,20.66
2734,33243,2025-08-13,Damaged,37.58
2735,11393,2022-11-16,Late Delivery,10.14
2736,6810,2025-05-07,Damaged,39.71
2737,46756,2023-08-15,Late Delivery,21.82
2738,65365,2022-01-29,Changed Mind,152.36
2739,164,2025-12-19,Changed Mind,31.99
2740,48030,2023-08-11,Damaged,23.85
2741,65248,2023-12-01,Damaged,12.37
2742,31313,2024-03-23,Changed Mind,28.23
2743,31823,2023-07-21,Changed Mind,33.74
2744,49176,2025-08-22,Late Delivery,37.76
2745,10965,2025-12-20,Wrong Item,6.84
2746,74510,2022-06-10,Late Delivery,13.58
2747,19085,2024-04-20,Quality Issue,19.16
2748,21999,2023-10-09,Late Delivery,9.39
2749,62721,2023-08-29,Quality Issue,12.45
2750,58976,2022-02-11,Wrong Item,61.66
2751,40385,2024-01-28,Damaged,194.87
2752,41292,2025-06-22,Damaged,40.87
2753,76240,2022-10-02,Wrong Item,86.25
2754,44562,2022-11-14,Late Delivery,24.34
2755,35008,2022-05-20,Wrong Item,127.06
2756,43758,2022-04-25,Damaged,89.92
2757,67811,2024-01-02,Changed Mind,31.05
2758,9907,2023-08-10,Quality Issue,55.78
2759,19542,2024-02-28,Wrong Item,69.89
2760,4173,2024-12-02,Changed Mind,33.74
2761,60059,2023-09-29,Quality Issue,95.05
2762,44481,2023-03-02,Late Delivery,69.26
2763,13922,2022-12-25,Late Delivery,57.29
2764,72408,2024-01-24,Wrong Item,41.56
2765,20442,2023-06-15,Late Delivery,18.46
2766,67030,2025-07-12,Damaged,5.3
2767,54320,2023-07-20,Damaged,29.6
2768,12343,2022-09-23,Quality Issue,39.8
2769,23064,2022-12-13,Damaged,46.59
2770,11945,2024-08-04,Quality Issue,115.22
2771,23196,2024-05-01,Late Delivery,22.37
2772,46657,2022-06-15,Changed Mind,35.03
2773,43527,2024-02-27,Changed Mind,16.9
2774,12913,2023-10-09,Wrong Item,28.43
2775,44733,2024-11-30,Late Delivery,21.79
2776,57987,2024-07-11,Wrong Item,17.66
2777,14907,2022-11-25,Damaged,80.08
2778,2165,2024-12-17,Quality Issue,20.27
2779,4014,2025-10-14,Wrong Item,115.42
2780,67214,2023-10-12,Damaged,12.34
2781,69979,2025-06-16,Changed Mind,57.0
2782,11386,2023-09-18,Changed Mind,36.97
2783,23018,2024-02-11,Quality Issue,140.73
2784,59945,2024-07-26,Quality Issue,134.67
2785,52807,2022-11-30,Wrong Item,189.15
2786,49163,2023-07-14,Late Delivery,8.23
2787,28621,2025-02-20,Quality Issue,32.92
2788,37928,2025-11-04,Quality Issue,32.36
2789,58556,2023-07-06,Changed Mind,6.32
2790,62809,2025-12-28,Changed Mind,136.77
2791,37615,2024-12-20,Wrong Item,29.59
2792,33088,2024-08-17,Wrong Item,56.55
2793,16662,2024-06-25,Damaged,8.22
2794,59783,2022-03-09,Damaged,36.19
2795,67648,2025-04-29,Quality Issue,9.27
2796,13843,2023-06-02,Wrong Item,46.4
2797,52835,2022-03-25,Damaged,131.26
2798,64764,2023-11-15,Wrong Item,7.01
2799,23807,2023-04-16,Changed Mind,45.96
2800,15744,2023-04-06,Wrong Item,15.12
2801,58400,2024-12-07,Damaged,25.21
2802,65476,2022-12-31,Damaged,8.78
2803,1562,2022-04-30,Late Delivery,62.08
2804,19905,2026-01-01,Wrong Item,42.22
2805,3877,2024-11-13,Changed Mind,27.36
2806,56933,2024-08-11,Wrong Item,36.68
2807,73250,2022-09-29,Changed Mind,24.41
2808,61588,2025-11-28,Wrong Item,26.45
2809,34588,2023-10-13,Wrong Item,20.01
2810,26612,2023-07-24,Damaged,90.33
2811,67302,2025-10-05,Late Delivery,14.72
2812,43052,2022-04-19,Late Delivery,21.94
2813,69631,2022-03-09,Late Delivery,12.62
2814,53945,2025-09-07,Quality Issue,49.86
2815,13996,2025-11-21,Changed Mind,38.65
2816,57452,2023-11-05,Late Delivery,81.89
2817,32390,2024-04-03,Late Delivery,37.88
2818,15624,2023-02-08,Changed Mind,20.22
2819,66295,2024-06-28,Wrong Item,7.44
2820,7852,2025-07-19,Changed Mind,148.88
2821,73712,2023-03-01,Late Delivery,9.26
2822,42072,2023-03-31,Late Delivery,22.12
2823,22475,2022-01-17,Damaged,69.9
2824,29480,2024-01-21,Quality Issue,40.57
2825,55948,2023-08-02,Late Delivery,25.06
2826,59747,2025-08-25,Late Delivery,9.34
2827,75606,2024-07-30,Wrong Item,42.17
2828,59602,2022-12-22,Quality Issue,18.81
2829,73800,2024-02-26,Damaged,29.74
2830,26720,2025-08-02,Wrong Item,25.68
2831,14300,2023-04-17,Wrong Item,71.21
2832,53185,2022-07-07,Quality Issue,14.87
2833,31255,2024-03-13,Damaged,29.43
2834,8791,2024-10-01,Wrong Item,25.38
2835,60730,2023-12-28,Damaged,8.57
2836,77458,2024-10-23,Quality Issue,12.77
2837,20913,2022-05-25,Damaged,7.02
2838,6342,2025-11-01,Late Delivery,66.37
2839,266,2022-05-19,Changed Mind,15.3
2840,19873,2023-02-05,Wrong Item,34.11
2841,39584,2023-12-28,Damaged,14.37
2842,13947,2022-10-22,Damaged,11.51
2843,38895,2025-08-02,Quality Issue,262.95
2844,17407,2022-02-20,Quality Issue,45.34
2845,48625,2024-10-29,Wrong Item,4.27
2846,75588,2025-02-14,Wrong Item,20.24
2847,39105,2026-01-06,Wrong Item,33.91
2848,545,2022-09-26,Quality Issue,41.91
2849,73647,2022-12-24,Late Delivery,29.05
2850,1777,2023-02-07,Late Delivery,11.69
2851,46252,2024-12-29,Late Delivery,10.02
2852,33233,2023-04-11,Late Delivery,17.9
2853,15389,2022-04-26,Quality Issue,46.63
2854,64147,2023-12-12,Wrong Item,16.17
2855,19070,2022-11-23,Wrong Item,198.64
2856,24573,2024-11-26,Damaged,76.73
2857,35033,2022-10-03,Late Delivery,57.74
2858,39770,2025-10-10,Wrong Item,142.45
2859,25354,2025-07-08,Damaged,311.23
2860,33483,2023-03-25,Quality Issue,53.57
2861,78218,2024-12-12,Late Delivery,180.54
2862,64562,2023-08-08,Damaged,20.95
2863,69213,2023-12-30,Wrong Item,15.57
2864,69949,2024-09-15,Quality Issue,11.44
2865,20157,2024-03-15,Wrong Item,5.23
2866,44355,2024-03-28,Changed Mind,15.62
2867,55766,2024-02-25,Quality Issue,9.07
2868,66239,2022-09-02,Changed Mind,6.64
2869,74269,2022-11-16,Changed Mind,10.4
2870,68823,2022-12-16,Changed Mind,20.87
2871,64786,2022-02-16,Changed Mind,132.39
2872,19619,2024-10-14,Late Delivery,55.11
2873,45998,2022-10-31,Damaged,34.47
2874,5765,2023-02-26,Damaged,16.7
2875,18816,2025-12-29,Changed Mind,10.41
2876,19870,2025-09-26,Damaged,52.89
2877,44220,2024-01-11,Wrong Item,5.77
2878,45111,2025-08-14,Late Delivery,56.64
2879,18270,2022-06-27,Late Delivery,178.32
2880,35971,2024-12-25,Quality Issue,8.31
2881,9499,2024-07-20,Damaged,9.54
2882,43467,2022-06-08,Quality Issue,32.37
2883,25879,2025-06-23,Changed Mind,21.7
2884,68598,2025-04-11,Wrong Item,8.75
2885,10525,2024-03-01,Changed Mind,4.01
2886,33568,2023-11-21,Damaged,19.87
2887,3539,2025-04-03,Damaged,53.86
2888,54031,2023-11-24,Changed Mind,354.44
2889,58117,2024-11-11,Late Delivery,47.18
2890,2623,2023-08-28,Quality Issue,24.4
2891,76015,2023-02-18,Damaged,13.21
2892,36341,2025-02-27,Wrong Item,72.15
2893,46066,2022-09-15,Wrong Item,8.41
2894,58535,2022-09-06,Damaged,57.17
2895,29145,2024-01-05,Quality Issue,14.2
2896,61479,2024-01-29,Late Delivery,219.86
2897,59070,2022-01-24,Changed Mind,17.54
2898,363,2025-04-08,Late Delivery,77.06
2899,8824,2025-02-07,Damaged,30.66
2900,25330,2022-04-09,Late Delivery,19.97
2901,73810,2022-05-25,Late Delivery,11.34
2902,40974,2023-02-08,Wrong Item,16.31
2903,26265,2023-10-24,Wrong Item,5.32
2904,36480,2025-04-13,Damaged,16.86
2905,70971,2022-12-12,Damaged,42.68
2906,37849,2025-03-03,Late Delivery,22.25
2907,68278,2025-05-23,Changed Mind,129.47
2908,23667,2024-11-07,Damaged,27.34
2909,10354,2025-08-11,Changed Mind,20.15
2910,43686,2022-11-20,Late Delivery,19.8
2911,34155,2022-05-01,Changed Mind,24.13
2912,35488,2022-03-24,Wrong Item,91.45
2913,31374,2025-12-11,Damaged,103.68
2914,64915,2025-12-27,Quality Issue,43.59
2915,18115,2026-01-16,Quality Issue,26.76
2916,20974,2025-07-21,Damaged,23.82
2917,59695,2023-01-08,Changed Mind,28.71
2918,48002,2024-10-25,Wrong Item,4.68
2919,71929,2025-12-23,Changed Mind,35.11
2920,45758,2024-01-13,Wrong Item,29.09
2921,5316,2023-12-30,Late Delivery,31.06
2922,58873,2023-10-21,Damaged,26.76
2923,65671,2024-12-20,Damaged,13.33
2924,63915,2024-01-18,Damaged,14.49
2925,6781,2022-07-06,Quality Issue,124.04
2926,1819,2022-07-08,Changed Mind,134.43
2927,5977,2022-06-06,Changed Mind,29.5
2928,38102,2025-06-17,Changed Mind,21.71
2929,46107,2025-01-12,Late Delivery,57.93
2930,23797,2023-09-08,Changed Mind,42.38
2931,41003,2024-09-16,Quality Issue,6.3
2932,953,2025-12-09,Damaged,7.92
2933,35988,2024-03-02,Late Delivery,55.79
2934,39160,2024-08-09,Late Delivery,60.98
2935,28179,2025-04-23,Damaged,22.27
2936,15362,2023-04-05,Damaged,14.7
2937,4040,2025-08-29,Wrong Item,18.59
2938,21892,2023-07-15,Quality Issue,153.0
2939,8165,2024-11-16,Changed Mind,25.73
2940,21295,2023-11-10,Damaged,56.34
2941,26787,2023-02-04,Late Delivery,19.06
2942,39006,2024-01-08,Quality Issue,74.57
2943,18954,2022-06-27,Wrong Item,37.07
2944,77187,2022-04-21,Changed Mind,70.26
2945,75136,2022-10-13,Quality Issue,16.71
2946,23998,2022-09-24,Quality Issue,19.66
2947,7584,2023-12-07,Late Delivery,37.46
2948,59590,2025-10-30,Wrong Item,24.53
2949,27042,2022-05-25,Changed Mind,13.69
2950,3231,2025-04-01,Damaged,52.9
2951,60639,2024-12-01,Changed Mind,10.64
2952,58301,2022-05-25,Quality Issue,99.52
2953,43351,2024-09-14,Damaged,44.25
2954,52544,2025-03-30,Damaged,70.42
2955,50880,2022-03-19,Changed Mind,35.99
2956,59487,2022-04-16,Damaged,10.23
2957,58960,2024-07-11,Damaged,21.71
2958,68898,2023-01-19,Damaged,84.87
2959,71423,2022-07-31,Changed Mind,71.24
2960,53550,2024-02-14,Late Delivery,25.67
2961,74898,2022-12-28,Changed Mind,6.22
2962,19856,2025-11-15,Changed Mind,169.03
2963,41034,2022-05-03,Late Delivery,16.07
2964,62023,2023-09-11,Changed Mind,102.38
2965,15492,2025-05-03,Changed Mind,13.31
2966,66794,2023-04-12,Quality Issue,51.38
2967,38776,2025-04-25,Wrong Item,36.12
2968,3373,2025-12-06,Changed Mind,16.03
2969,24292,2022-06-17,Changed Mind,21.51
2970,1369,2022-05-06,Quality Issue,4.53
2971,52058,2025-06-12,Wrong Item,36.8
2972,78233,2022-07-05,Wrong Item,5.32
2973,43445,2022-03-06,Quality Issue,45.32
2974,21106,2022-04-03,Changed Mind,175.62
2975,18455,2023-02-10,Changed Mind,15.93
2976,38150,2025-08-17,Wrong Item,49.17
2977,75006,2023-08-13,Late Delivery,8.68
2978,34599,2023-09-05,Quality Issue,65.52
2979,16718,2024-08-21,Changed Mind,29.56
2980,70558,2024-10-13,Quality Issue,32.93
2981,57013,2022-04-14,Quality Issue,36.71
2982,55924,2023-10-25,Damaged,55.86
2983,15089,2025-06-08,Damaged,18.81
2984,18642,2024-12-27,Damaged,80.71
2985,41785,2023-07-06,Wrong Item,13.26
2986,12409,2025-04-13,Changed Mind,12.99
2987,50421,2024-05-29,Changed Mind,16.65
2988,9648,2023-02-18,Damaged,6.64
2989,37539,2025-05-10,Late Delivery,29.41
2990,12034,2024-07-18,Quality Issue,14.64
2991,13989,2025-01-08,Wrong Item,10.89
2992,39273,2026-01-17,Quality Issue,19.12
2993,17957,2025-03-25,Wrong Item,38.6
2994,14890,2023-08-13,Damaged,17.84
2995,16077,2025-08-30,Quality Issue,8.16
2996,9709,2022-07-19,Wrong Item,7.51
2997,15596,2025-10-08,Damaged,23.18
2998,57558,2025-09-16,Changed Mind,247.32
2999,64619,2023-05-03,Changed Mind,53.39
3000,75725,2023-09-08,Damaged,17.42
3001,46381,2025-01-12,Quality Issue,19.53
3002,27094,2026-01-08,Late Delivery,36.97
3003,18837,2022-07-02,Late Delivery,117.06
3004,19525,2025-12-10,Changed Mind,124.76
3005,51025,2023-06-28,Damaged,45.73
3006,69756,2024-07-11,Late Delivery,29.59
3007,62461,2022-07-10,Changed Mind,7.03
3008,31867,2024-06-08,Quality Issue,85.43
3009,68874,2024-06-30,Damaged,27.69
3010,17416,2024-02-26,Late Delivery,45.83
3011,39937,2022-07-17,Late Delivery,42.11
3012,31287,2025-01-15,Late Delivery,121.65
3013,22547,2023-08-12,Quality Issue,45.3
3014,67476,2022-06-06,Wrong Item,177.77
3015,67909,2024-06-07,Wrong Item,32.26
3016,24155,2024-07-31,Quality Issue,86.34
3017,58235,2022-01-26,Wrong Item,4.33
3018,73503,2023-11-22,Changed Mind,11.8
3019,75442,2025-11-09,Quality Issue,134.99
3020,67508,2022-07-07,Damaged,11.16
3021,51830,2025-06-25,Late Delivery,55.76
3022,12918,2024-03-06,Quality Issue,16.0
3023,56631,2022-05-14,Quality Issue,105.2
3024,23871,2022-05-19,Damaged,8.96
3025,8371,2025-07-25,Wrong Item,16.96
3026,58023,2023-05-14,Changed Mind,9.79
3027,65434,2024-02-09,Late Delivery,15.26
3028,50550,2024-09-03,Damaged,103.61
3029,52117,2022-11-12,Damaged,9.74
3030,64966,2023-01-20,Damaged,42.05
3031,31036,2023-08-07,Damaged,15.19
3032,62675,2022-12-19,Changed Mind,36.66
3033,43117,2024-06-07,Changed Mind,37.47
3034,53616,2022-11-09,Quality Issue,6.27
3035,37758,2025-10-02,Wrong Item,138.38
3036,11734,2022-08-24,Late Delivery,26.21
3037,40702,2023-04-09,Quality Issue,35.4
3038,45755,2024-07-02,Changed Mind,560.08
3039,7316,2023-01-01,Damaged,21.4
3040,26902,2023-06-17,Quality Issue,113.75
3041,23767,2022-05-14,Changed Mind,31.82
3042,29590,2022-02-16,Late Delivery,32.28
3043,6855,2022-06-26,Late Delivery,133.77
3044,63162,2024-04-28,Wrong Item,59.56
3045,75925,2024-03-25,Changed Mind,37.87
3046,11603,2024-03-10,Quality Issue,16.64
3047,3657,2024-11-19,Quality Issue,14.51
3048,11443,2022-09-11,Damaged,16.08
3049,45420,2022-11-29,Quality Issue,33.8
3050,63340,2022-06-10,Wrong Item,7.44
3051,4217,2024-09-19,Late Delivery,7.9
3052,13842,2024-07-29,Damaged,218.79
3053,33387,2025-09-10,Late Delivery,19.29
3054,77525,2024-01-16,Quality Issue,44.18
3055,67590,2023-02-10,Wrong Item,32.54
3056,13251,2025-01-11,Damaged,21.72
3057,12100,2025-11-09,Damaged,58.26
3058,49159,2022-08-19,Damaged,33.69
3059,73855,2025-12-13,Damaged,51.37
3060,49441,2022-06-15,Damaged,21.78
3061,20245,2022-10-31,Changed Mind,20.23
3062,25175,2024-06-07,Wrong Item,10.72
3063,53952,2022-04-16,Late Delivery,40.65
3064,55911,2023-02-22,Changed Mind,83.71
3065,16112,2024-10-18,Quality Issue,62.0
3066,3427,2024-07-28,Changed Mind,390.36
3067,8831,2022-07-05,Damaged,12.79
3068,35912,2025-07-08,Damaged,7.58
3069,17105,2023-05-24,Late Delivery,45.95
3070,41935,2023-10-08,Late Delivery,46.47
3071,41046,2024-02-05,Damaged,67.26
3072,14066,2023-03-28,Quality Issue,12.75
3073,31600,2025-04-29,Damaged,102.1
3074,73455,2023-03-08,Late Delivery,30.16
3075,9996,2025-01-18,Quality Issue,212.98
3076,57626,2024-06-02,Wrong Item,28.64
3077,30512,2025-12-05,Damaged,7.62
3078,35186,2024-10-23,Quality Issue,10.0
3079,62240,2025-01-01,Changed Mind,32.67
3080,70025,2022-12-01,Damaged,40.58
3081,23188,2025-05-16,Quality Issue,10.87
3082,25126,2023-10-15,Changed Mind,221.42
3083,7830,2022-08-09,Late Delivery,16.61
3084,36185,2023-09-25,Quality Issue,11.34
